node_id,label,feat
kmeasure-3c49ee53-d403-11ec-87d4-00155d8545fd,10022,"0, 1.0"
kmeasure-3c4b89c3-d403-11ec-a7b5-00155d8545fd,10015,"0, 1.0"
kmeasure-3c506b2e-d403-11ec-aab9-00155d8545fd,10021,"0.00466953403645206, 1.0"
kmeasure-3c49bf4c-d403-11ec-b3b5-00155d8545fd,10022,"0.000505468858011506, 1.0"
kmeasure-3c50e3a9-d403-11ec-bf0f-00155d8545fd,10012,"0.2063546961796, 1.0"
kmeasure-3c4f482a-d403-11ec-819e-00155d8545fd,10024,"0.00673979631474296, 1.0"
kmeasure-3c4e7117-d403-11ec-acbe-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4ecc00-d403-11ec-b7f5-00155d8545fd,10032,"0.00439348010720965, 1.0"
kmeasure-3c4d4f18-d403-11ec-9d91-00155d8545fd,10030,"0.0428032847687476, 1.0"
kmeasure-3c4d1916-d403-11ec-bd57-00155d8545fd,10007,"0.0499443381297485, 1.0"
kmeasure-3c4aa651-d403-11ec-980d-00155d8545fd,10023,"0.00498493604252899, 1.0"
kmeasure-3c4e1be7-d403-11ec-bc04-00155d8545fd,10019,"0.0292388862683643, 1.0"
kmeasure-3c4d32a5-d403-11ec-a21c-00155d8545fd,10030,"0.0133507283130709, 1.0"
kmeasure-3c4edd78-d403-11ec-8cdf-00155d8545fd,10032,"0, 1.0"
kmeasure-3c4f4cad-d403-11ec-abf9-00155d8545fd,10024,"0.00864382883449833, 1.0"
kmeasure-3c4f01aa-d403-11ec-a3e3-00155d8545fd,10018,"0.0370467268789778, 1.0"
kmeasure-3c4a05eb-d403-11ec-9107-00155d8545fd,10027,"0, 1.0"
kmeasure-3c50c2ed-d403-11ec-bfdc-00155d8545fd,10012,"0.00605333997583009, 1.0"
kmeasure-3c4ea009-d403-11ec-847b-00155d8545fd,10008,"0.00790661806955919, 1.0"
kmeasure-3c4baafe-d403-11ec-908e-00155d8545fd,10028,"0.202889127240292, 1.0"
kmeasure-3c4feee2-d403-11ec-8c24-00155d8545fd,10025,"0.00824885682312514, 1.0"
kmeasure-3c4f8ede-d403-11ec-bf3f-00155d8545fd,10020,"0.00506296235647975, 1.0"
kmeasure-3c4f7360-d403-11ec-9e4d-00155d8545fd,10020,"0.00551509245291072, 1.0"
kmeasure-3c4d712b-d403-11ec-a9a5-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4d91e4-d403-11ec-a97f-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4aaed9-d403-11ec-99c9-00155d8545fd,10023,"0.00860339040472395, 1.0"
kmeasure-3c4d3b4e-d403-11ec-8a5c-00155d8545fd,10030,"0.0395238299880874, 1.0"
kmeasure-3c4cd43e-d403-11ec-a9f0-00155d8545fd,10009,"0.0059485362867232, 1.0"
kmeasure-3c497ef9-d403-11ec-82c9-00155d8545fd,10031,"0.00969035800943465, 1.0"
kmeasure-3c4d5bad-d403-11ec-ba1b-00155d8545fd,10030,"0.0506843636876376, 1.0"
kmeasure-3c4ce92f-d403-11ec-9bdd-00155d8545fd,10009,"0.169703666788506, 1.0"
kmeasure-3c4d45f3-d403-11ec-96be-00155d8545fd,10030,"0.0302365017434453, 1.0"
kmeasure-3c4db166-d403-11ec-9298-00155d8545fd,10029,"0, 1.0"
kmeasure-3c508473-d403-11ec-ad70-00155d8545fd,10016,"0.0073742680576236, 1.0"
kmeasure-3c4fcc4e-d403-11ec-9b60-00155d8545fd,10013,"0.00407156820303586, 1.0"
kmeasure-3c49c27c-d403-11ec-859d-00155d8545fd,10022,"0.000409169360349287, 1.0"
kmeasure-3c4e42ba-d403-11ec-a66f-00155d8545fd,10019,"0.000554062983221897, 1.0"
kmeasure-3c4cc1ab-d403-11ec-af2e-00155d8545fd,10009,"0.048847352119753, 1.0"
kmeasure-3c4b708a-d403-11ec-a328-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4a1d69-d403-11ec-b120-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4dde04-d403-11ec-8b97-00155d8545fd,10005,"0.0182561392901018, 1.0"
kmeasure-3c4caf40-d403-11ec-985b-00155d8545fd,10010,"0.00534981955874379, 1.0"
kmeasure-3c4e8b98-d403-11ec-a146-00155d8545fd,10008,"0.0144699296686586, 1.0"
kmeasure-3c4dfbb5-d403-11ec-a216-00155d8545fd,10005,"0.00269955580788124, 1.0"
kmeasure-3c4a7ba6-d403-11ec-bccb-00155d8545fd,10023,"0.00596733511092099, 1.0"
kmeasure-3c50453b-d403-11ec-a58a-00155d8545fd,10021,"0.024640716339391, 1.0"
kmeasure-3c4a27a7-d403-11ec-827e-00155d8545fd,10027,"0, 1.0"
kmeasure-3c508aa5-d403-11ec-83bd-00155d8545fd,10016,"0.0230173865643631, 1.0"
kmeasure-3c4b33ab-d403-11ec-82e2-00155d8545fd,10003,"0.000999565828046709, 1.0"
kmeasure-3c4fed75-d403-11ec-8c65-00155d8545fd,10025,"0.00346009102266482, 1.0"
kmeasure-3c4c3c66-d403-11ec-99a5-00155d8545fd,10014,"0.0080654901618511, 1.0"
kmeasure-3c4c1f66-d403-11ec-bffb-00155d8545fd,10006,"0.0141814049487873, 1.0"
kmeasure-3c4a778e-d403-11ec-96fd-00155d8545fd,10023,"0.00964612819814784, 1.0"
kmeasure-3c4a1f90-d403-11ec-8e1b-00155d8545fd,10027,"0, 1.0"
kmeasure-3c5063ac-d403-11ec-9eaf-00155d8545fd,10021,"0.0188514980143827, 1.0"
kmeasure-3c4f4439-d403-11ec-9a75-00155d8545fd,10024,"0, 1.0"
kmeasure-3c504f67-d403-11ec-a7a8-00155d8545fd,10021,"0.0188085261473961, 1.0"
kmeasure-3c4f6778-d403-11ec-89d6-00155d8545fd,10020,"0.00953745955344075, 1.0"
kmeasure-3c4f125e-d403-11ec-9d9d-00155d8545fd,10018,"0.0390432659687629, 1.0"
kmeasure-3c4a7827-d403-11ec-938d-00155d8545fd,10023,"0, 1.0"
kmeasure-3c4eae1f-d403-11ec-92a1-00155d8545fd,10008,"0.0130323808085555, 1.0"
kmeasure-3c4dab4d-d403-11ec-897c-00155d8545fd,10029,"0.00634267212301741, 1.0"
kmeasure-3c4bb4e9-d403-11ec-9742-00155d8545fd,10028,"0.0267225526405407, 1.0"
kmeasure-3c4a61fd-d403-11ec-9484-00155d8545fd,10011,"0.0565077207673151, 1.0"
kmeasure-3c4f5b56-d403-11ec-b48c-00155d8545fd,10024,"0.00918353580672532, 1.0"
kmeasure-3c4d1d41-d403-11ec-84fc-00155d8545fd,10007,"0.0972981463611342, 1.0"
kmeasure-3c4a002b-d403-11ec-bb20-00155d8545fd,10027,"0.000500609541801128, 1.0"
kmeasure-3c50bdba-d403-11ec-af98-00155d8545fd,10012,"0.231537513772417, 1.0"
kmeasure-3c4a5abc-d403-11ec-9a99-00155d8545fd,10011,"0.173373366822778, 1.0"
kmeasure-3c4f60ce-d403-11ec-8951-00155d8545fd,10024,"0.00838898722506434, 1.0"
kmeasure-3c4ee3d7-d403-11ec-a0d0-00155d8545fd,10032,"0, 1.0"
kmeasure-3c499929-d403-11ec-8005-00155d8545fd,10031,"0, 1.0"
kmeasure-3c50b41d-d403-11ec-b7f1-00155d8545fd,10012,"0.243724773933004, 1.0"
kmeasure-3c4c608a-d403-11ec-ae30-00155d8545fd,10014,"0.0636327599912151, 1.0"
kmeasure-3c4f56f7-d403-11ec-b005-00155d8545fd,10024,"0.00402700876011704, 1.0"
kmeasure-3c4f898e-d403-11ec-afb5-00155d8545fd,10020,"0, 1.0"
kmeasure-3c4f165d-d403-11ec-9133-00155d8545fd,10018,"0.0143954705313082, 1.0"
kmeasure-3c4f135e-d403-11ec-92bf-00155d8545fd,10018,"0.0181395882079781, 1.0"
kmeasure-3c4e23a8-d403-11ec-a8d4-00155d8545fd,10019,"0.0190333090547393, 1.0"
kmeasure-3c5064a9-d403-11ec-8d85-00155d8545fd,10021,"0.00803708839507312, 1.0"
kmeasure-3c4f6422-d403-11ec-b921-00155d8545fd,10020,"0.00976397780763894, 1.0"
kmeasure-3c50c6dc-d403-11ec-941d-00155d8545fd,10012,"0.0528384570600676, 1.0"
kmeasure-3c49d10b-d403-11ec-bbd0-00155d8545fd,10022,"0, 1.0"
kmeasure-3c4eb093-d403-11ec-9d7a-00155d8545fd,10008,"0.00836079742253962, 1.0"
kmeasure-3c4c861e-d403-11ec-8e46-00155d8545fd,10010,"0.000334992872718087, 1.0"
kmeasure-3c49853f-d403-11ec-a638-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4f44b4-d403-11ec-a128-00155d8545fd,10024,"0.00573042417317795, 1.0"
kmeasure-3c4db0e3-d403-11ec-ac66-00155d8545fd,10029,"0, 1.0"
kmeasure-3c4fd050-d403-11ec-b052-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4ec57c-d403-11ec-9cf9-00155d8545fd,10032,"0, 1.0"
kmeasure-3c4f9153-d403-11ec-b712-00155d8545fd,10020,"0.00937370693395125, 1.0"
kmeasure-3c4f18f5-d403-11ec-886f-00155d8545fd,10018,"0.0719904074731286, 1.0"
kmeasure-3c4b8132-d403-11ec-8682-00155d8545fd,10015,"0.000793628024627339, 1.0"
kmeasure-3c5004ce-d403-11ec-9859-00155d8545fd,10025,"0, 1.0"
kmeasure-3c504be8-d403-11ec-995c-00155d8545fd,10021,"0.00653716130647475, 1.0"
kmeasure-3c4e27ac-d403-11ec-a852-00155d8545fd,10019,"0.0628667976453879, 1.0"
kmeasure-3c4f08cc-d403-11ec-a16d-00155d8545fd,10018,"0.093798202269216, 1.0"
kmeasure-3c49f17d-d403-11ec-90c1-00155d8545fd,10022,"0.000789220402706005, 1.0"
kmeasure-3c4de20f-d403-11ec-b4d6-00155d8545fd,10005,"0.0185484446827765, 1.0"
kmeasure-3c4b8ad2-d403-11ec-93d8-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4d1dc0-d403-11ec-9450-00155d8545fd,10007,"0.0130734329170229, 1.0"
kmeasure-3c4e3ca8-d403-11ec-920a-00155d8545fd,10019,"0.00700179567843229, 1.0"
kmeasure-3c4ccec5-d403-11ec-ae5d-00155d8545fd,10009,"0.180471071334851, 1.0"
kmeasure-3c4a6284-d403-11ec-943d-00155d8545fd,10011,"0.156779944583349, 1.0"
kmeasure-3c4fdf27-d403-11ec-875e-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4cda47-d403-11ec-8306-00155d8545fd,10009,"0.156755655744156, 1.0"
kmeasure-3c4c5d92-d403-11ec-af65-00155d8545fd,10014,"0.051061133142778, 1.0"
kmeasure-3c4b3c2d-d403-11ec-ad17-00155d8545fd,10003,"0.000143995268543477, 1.0"
kmeasure-3c4a8578-d403-11ec-8aed-00155d8545fd,10023,"0, 1.0"
kmeasure-3c49cefc-d403-11ec-a9d3-00155d8545fd,10022,"0.000176602338027913, 1.0"
kmeasure-3c4e07b6-d403-11ec-8e02-00155d8545fd,10005,"0.00186153934685754, 1.0"
kmeasure-3c4efa0f-d403-11ec-af12-00155d8545fd,10018,"0.0248267400308689, 1.0"
kmeasure-3c4b9932-d403-11ec-aea7-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4c8fa5-d403-11ec-bb56-00155d8545fd,10010,"0.00328031394279393, 1.0"
kmeasure-3c4fc281-d403-11ec-af02-00155d8545fd,10013,"0.00318462239996249, 1.0"
kmeasure-3c4d8cc2-d403-11ec-9ba8-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4b2900-d403-11ec-881b-00155d8545fd,10026,"0, 1.0"
kmeasure-3c4ac838-d403-11ec-80f9-00155d8545fd,10001,"0, 1.0"
kmeasure-3c5038a7-d403-11ec-9110-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4da4c8-d403-11ec-bb18-00155d8545fd,10029,"0.00693049670157982, 1.0"
kmeasure-3c4ad4e2-d403-11ec-8fa0-00155d8545fd,10001,"0, 1.0"
kmeasure-3c4a3f84-d403-11ec-b341-00155d8545fd,10011,"0.21986809580858, 1.0"
kmeasure-3c4c5709-d403-11ec-ba93-00155d8545fd,10014,"0.0544084679452585, 1.0"
kmeasure-3c4bb08e-d403-11ec-abba-00155d8545fd,10028,"0.140877241981762, 1.0"
kmeasure-3c509feb-d403-11ec-8a77-00155d8545fd,10016,"0.0590003653162544, 1.0"
kmeasure-3c4e8238-d403-11ec-936b-00155d8545fd,10008,"0.0198061661279645, 1.0"
kmeasure-3c503a99-d403-11ec-8fbf-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4b7225-d403-11ec-867c-00155d8545fd,10015,"0.000720003994358318, 1.0"
kmeasure-3c4a21ff-d403-11ec-811a-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4d1cc0-d403-11ec-a453-00155d8545fd,10007,"0.0552197349053704, 1.0"
kmeasure-3c4d46f6-d403-11ec-9efe-00155d8545fd,10030,"0.000688229459099224, 1.0"
kmeasure-3c4c07e2-d403-11ec-b16a-00155d8545fd,10006,"0.0122632142834495, 1.0"
kmeasure-3c4cf1eb-d403-11ec-8896-00155d8545fd,10007,"0.0965642254089876, 1.0"
kmeasure-3c4c4fd5-d403-11ec-a7e3-00155d8545fd,10014,"0.0811544582894355, 1.0"
kmeasure-3c49c05c-d403-11ec-a2a5-00155d8545fd,10022,"0.000184973505831751, 1.0"
kmeasure-3c4de514-d403-11ec-9ef0-00155d8545fd,10005,"0.00406832174610084, 1.0"
kmeasure-3c4becb8-d403-11ec-a9fc-00155d8545fd,10006,"0.00107910345556861, 1.0"
kmeasure-3c4b2c61-d403-11ec-9b95-00155d8545fd,10026,"0, 1.0"
kmeasure-3c4ca1e5-d403-11ec-ae33-00155d8545fd,10010,"0.00690002047391637, 1.0"
kmeasure-3c50da09-d403-11ec-b2b1-00155d8545fd,10012,"0.00208503094543476, 1.0"
kmeasure-3c5070b7-d403-11ec-a66b-00155d8545fd,10021,"0.0142648114697892, 1.0"
kmeasure-3c503d1f-d403-11ec-962f-00155d8545fd,10017,"0, 1.0"
kmeasure-3c50b897-d403-11ec-a1e8-00155d8545fd,10012,"0.263157222250964, 1.0"
kmeasure-3c50b117-d403-11ec-bc6f-00155d8545fd,10012,"0.2996144404244, 1.0"
kmeasure-3c4d35bf-d403-11ec-8419-00155d8545fd,10030,"0.0931339793757993, 1.0"
kmeasure-3c4c0032-d403-11ec-abdd-00155d8545fd,10006,"0.0144168084725307, 1.0"
kmeasure-3c4e7649-d403-11ec-b6e3-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4d2243-d403-11ec-a096-00155d8545fd,10007,"0.092305728421928, 1.0"
kmeasure-3c4d1a1b-d403-11ec-a222-00155d8545fd,10007,"0.0709507693743288, 1.0"
kmeasure-3c4c5ff3-d403-11ec-9d83-00155d8545fd,10014,"0.0739579681895472, 1.0"
kmeasure-3c4ac6a3-d403-11ec-b23e-00155d8545fd,10001,"0.000409167544773061, 1.0"
kmeasure-3c50c3ec-d403-11ec-bc53-00155d8545fd,10012,"0.0761138642386392, 1.0"
kmeasure-3c4e9c0b-d403-11ec-a24c-00155d8545fd,10008,"0.0128123946467052, 1.0"
kmeasure-3c4df5cb-d403-11ec-a7fd-00155d8545fd,10005,"0.00889401386490731, 1.0"
kmeasure-3c4a0149-d403-11ec-9b25-00155d8545fd,10027,"0.00057850996384377, 1.0"
kmeasure-3c4dfb3a-d403-11ec-91b9-00155d8545fd,10005,"0.0140640010945919, 1.0"
kmeasure-3c4ee045-d403-11ec-b26e-00155d8545fd,10032,"0, 1.0"
kmeasure-3c4e7ff5-d403-11ec-a490-00155d8545fd,10008,"0.0199631372428209, 1.0"
kmeasure-3c50902a-d403-11ec-9180-00155d8545fd,10016,"0.0211137452401627, 1.0"
kmeasure-3c4d1bbb-d403-11ec-9b18-00155d8545fd,10007,"0.0023837284755984, 1.0"
kmeasure-3c49f0ed-d403-11ec-9a32-00155d8545fd,10022,"0.000259923547661094, 1.0"
kmeasure-3c50988c-d403-11ec-9714-00155d8545fd,10016,"0.0654298265249149, 1.0"
kmeasure-3c4cac27-d403-11ec-bcd4-00155d8545fd,10010,"0, 1.0"
kmeasure-3c49a681-d403-11ec-b809-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4e492f-d403-11ec-8851-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4b9d17-d403-11ec-b928-00155d8545fd,10015,"0.000275333255796573, 1.0"
kmeasure-3c5062ac-d403-11ec-a8cf-00155d8545fd,10021,"0.00519657823876417, 1.0"
kmeasure-3c4e7323-d403-11ec-9953-00155d8545fd,10002,"0, 1.0"
kmeasure-3c4cf6d3-d403-11ec-8f97-00155d8545fd,10007,"0.068872833064811, 1.0"
kmeasure-3c4b6e59-d403-11ec-8a14-00155d8545fd,10015,"0, 1.0"
kmeasure-3c4ed946-d403-11ec-915b-00155d8545fd,10032,"0, 1.0"
kmeasure-3c4d7e1c-d403-11ec-ac4f-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4ce1b4-d403-11ec-89eb-00155d8545fd,10009,"0.0751286172148529, 1.0"
kmeasure-3c508e2c-d403-11ec-b04e-00155d8545fd,10016,"0.0369050310922073, 1.0"
kmeasure-3c4c4a6a-d403-11ec-b68e-00155d8545fd,10014,"0.0114284552859305, 1.0"
kmeasure-3c50a379-d403-11ec-80e4-00155d8545fd,10016,"0.0531175046895821, 1.0"
kmeasure-3c4b05f9-d403-11ec-9774-00155d8545fd,10026,"0, 1.0"
kmeasure-3c505c64-d403-11ec-9c0b-00155d8545fd,10021,"0.00305328461217164, 1.0"
kmeasure-3c4a5804-d403-11ec-ae02-00155d8545fd,10011,"0.147646875709206, 1.0"
kmeasure-3c4d0ca5-d403-11ec-bc54-00155d8545fd,10007,"0.0182879116858317, 1.0"
kmeasure-3c4a3d2b-d403-11ec-bb85-00155d8545fd,10011,"0.0324113447973911, 1.0"
kmeasure-3c4b5d8a-d403-11ec-a8d9-00155d8545fd,10003,"0.000167279456610516, 1.0"
kmeasure-3c4b417f-d403-11ec-b742-00155d8545fd,10003,"2.65623059453435E-05, 1.0"
kmeasure-3c4e36cd-d403-11ec-9cdc-00155d8545fd,10019,"0.0790999221585457, 1.0"
kmeasure-3c4fff61-d403-11ec-bcd7-00155d8545fd,10025,"0.00222808972434643, 1.0"
kmeasure-3c4ebe66-d403-11ec-a9fc-00155d8545fd,10032,"0, 1.0"
kmeasure-3c4ade6d-d403-11ec-9482-00155d8545fd,10001,"0, 1.0"
kmeasure-3c4ebc91-d403-11ec-b125-00155d8545fd,10032,"0.00968607121209998, 1.0"
kmeasure-3c504d65-d403-11ec-b93f-00155d8545fd,10021,"0.0206673223943813, 1.0"
kmeasure-3c4b03e8-d403-11ec-9512-00155d8545fd,10026,"0.000723897929186342, 1.0"
kmeasure-3c4dfcaf-d403-11ec-8140-00155d8545fd,10005,"0.00428673430576263, 1.0"
kmeasure-3c4f8e63-d403-11ec-aa98-00155d8545fd,10020,"0, 1.0"
kmeasure-3c4bf05f-d403-11ec-bb6a-00155d8545fd,10006,"0.0190211679853753, 1.0"
kmeasure-3c4ce3bd-d403-11ec-b9f1-00155d8545fd,10009,"0.169760060514916, 1.0"
kmeasure-3c5078f2-d403-11ec-9130-00155d8545fd,10016,"0.0974135901683494, 1.0"
kmeasure-3c4fbfcf-d403-11ec-9ce2-00155d8545fd,10013,"0.00116275911075499, 1.0"
kmeasure-3c4f4e2f-d403-11ec-b314-00155d8545fd,10024,"0, 1.0"
kmeasure-3c508362-d403-11ec-ac3a-00155d8545fd,10016,"0.0818607390589794, 1.0"
kmeasure-3c4de911-d403-11ec-9ae7-00155d8545fd,10005,"0.00140424383845178, 1.0"
kmeasure-3c4ef80c-d403-11ec-826c-00155d8545fd,10018,"0.0918597892769073, 1.0"
kmeasure-3c4e063c-d403-11ec-97fe-00155d8545fd,10005,"0.016141325520424, 1.0"
kmeasure-3c50535e-d403-11ec-a6d5-00155d8545fd,10021,"0.0217314664439815, 1.0"
kmeasure-3c4f41b7-d403-11ec-beb1-00155d8545fd,10024,"0, 1.0"
kmeasure-3c4a5f5e-d403-11ec-8abb-00155d8545fd,10011,"0.0471509536301038, 1.0"
kmeasure-3c4c747d-d403-11ec-a9d6-00155d8545fd,10010,"0.00905651172482097, 1.0"
kmeasure-3c50e28c-d403-11ec-9050-00155d8545fd,10012,"0.205853919240566, 1.0"
kmeasure-3c4fb924-d403-11ec-933f-00155d8545fd,10013,"0, 1.0"
kmeasure-3c4a123e-d403-11ec-96fe-00155d8545fd,10027,"0, 1.0"
kmeasure-3c4efbde-d403-11ec-b698-00155d8545fd,10018,"0.0346910698215561, 1.0"
kmeasure-3c4f508f-d403-11ec-abf6-00155d8545fd,10024,"0.00457658156180111, 1.0"
kmeasure-3c4da77d-d403-11ec-87e8-00155d8545fd,10029,"0, 1.0"
kmeasure-3c4aaf5c-d403-11ec-bcc1-00155d8545fd,10023,"0, 1.0"
kmeasure-3c4ff99d-d403-11ec-9013-00155d8545fd,10025,"0.00834264743799614, 1.0"
kmeasure-3c4b5d02-d403-11ec-b7e8-00155d8545fd,10003,"0.000717433367651329, 1.0"
kmeasure-3c4bd7dc-d403-11ec-8332-00155d8545fd,10028,"0.195225606667515, 1.0"
kmeasure-3c50642c-d403-11ec-ab4f-00155d8545fd,10021,"0.0149020095705143, 1.0"
kmeasure-3c4b0084-d403-11ec-b07a-00155d8545fd,10026,"0.00640630659026172, 1.0"
kmeasure-3c4c440a-d403-11ec-9d14-00155d8545fd,10014,"0.0703999591322102, 1.0"
kmeasure-3c4bbb83-d403-11ec-a89e-00155d8545fd,10028,"0.0247336672694533, 1.0"
kmeasure-3c4b69cd-d403-11ec-9985-00155d8545fd,10015,"0.00100987268966885, 1.0"
kmeasure-3c4d11f2-d403-11ec-aeb2-00155d8545fd,10007,"0.044127736470597, 1.0"
kmeasure-3c4f5581-d403-11ec-a468-00155d8545fd,10024,"0, 1.0"
kmeasure-3c4f4fa0-d403-11ec-922c-00155d8545fd,10024,"0, 1.0"
kmeasure-3c4d2044-d403-11ec-b782-00155d8545fd,10007,"0.0925912889363855, 1.0"
kmeasure-3c4a4865-d403-11ec-9a2c-00155d8545fd,10011,"0.231910408886856, 1.0"
kmeasure-3c4a8731-d403-11ec-b9ec-00155d8545fd,10023,"0.00146314852986392, 1.0"
kmeasure-3c49da4d-d403-11ec-a7a2-00155d8545fd,10022,"0.000273643720081263, 1.0"
kmeasure-3c4f4f27-d403-11ec-9526-00155d8545fd,10024,"0.00609574827703305, 1.0"
kmeasure-3c4b5673-d403-11ec-aae9-00155d8545fd,10003,"0.000484100947468422, 1.0"
kmeasure-3c4c5a16-d403-11ec-a1f4-00155d8545fd,10014,"0.0342379385385185, 1.0"
kmeasure-3c4c3abf-d403-11ec-8466-00155d8545fd,10014,"0.0155214704971143, 1.0"
kmeasure-3c4a6172-d403-11ec-ace5-00155d8545fd,10011,"0.161835212423331, 1.0"
kmeasure-3c4fecfc-d403-11ec-96e0-00155d8545fd,10025,"0.00119638495360754, 1.0"
kmeasure-3c4e48b6-d403-11ec-aa05-00155d8545fd,10002,"9, 1.0"
kmeasure-3c4a4a05-d403-11ec-aee4-00155d8545fd,10011,"0.0383206802400495, 1.0"
kmeasure-3c49e602-d403-11ec-8f90-00155d8545fd,10022,"0, 1.0"
kmeasure-3c4ccd44-d403-11ec-a9e5-00155d8545fd,10009,"0.130141591422405, 1.0"
kmeasure-3c500b20-d403-11ec-a19b-00155d8545fd,10017,"3, 1.0"
kmeasure-3c500269-d403-11ec-8ac3-00155d8545fd,10025,"0, 1.0"
kmeasure-3c49e4dd-d403-11ec-847d-00155d8545fd,10022,"0, 1.0"
kmeasure-3c50257d-d403-11ec-b1c4-00155d8545fd,10017,"0, 1.0"
kmeasure-3c4d2143-d403-11ec-a07e-00155d8545fd,10007,"0.0878099359840384, 1.0"
kmeasure-3c4ffc00-d403-11ec-a847-00155d8545fd,10025,"0, 1.0"
kmeasure-3c4e0039-d403-11ec-98b8-00155d8545fd,10005,"0.014906651476237, 1.0"
kmeasure-3c4d66fc-d403-11ec-a449-00155d8545fd,10004,"0, 1.0"
kmeasure-3c4d1811-d403-11ec-80c4-00155d8545fd,10007,"0.043559202384623, 1.0"
kmeasure-3c4fe3a2-d403-11ec-9ed6-00155d8545fd,10025,"0.000774706461488951, 1.0"
kmeasure-3c4f6e7e-d403-11ec-9d25-00155d8545fd,10020,"0.00493723794935105, 1.0"
kmeasure-3c4ce6b5-d403-11ec-b455-00155d8545fd,10009,"0.0657032027294436, 1.0"
kmeasure-3c4b6bc9-d403-11ec-9d36-00155d8545fd,10015,"0.000956997111848119, 1.0"
kmeasure-3c5069ae-d403-11ec-b304-00155d8545fd,10021,"0.00436767862529774, 1.0"
kmeasure-3c4cd6be-d403-11ec-83d0-00155d8545fd,10009,"0.0937841976559236, 1.0"
kmeasure-3c4ec972-d403-11ec-bf5d-00155d8545fd,10032,"0, 1.0"
kmeasure-3c4e3d29-d403-11ec-9faf-00155d8545fd,10019,"0.0126671833767408, 1.0"
kmeasure-3c4ad1af-d403-11ec-b318-00155d8545fd,10001,"0.000542431890650693, 1.0"
kmeasure-3c4d61a8-d403-11ec-87c7-00155d8545fd,10004,"6, 1.0"
kmeasure-3c4d22ce-d403-11ec-84a4-00155d8545fd,10007,"0.0783922031060625, 1.0"
kmeasure-3c50b620-d403-11ec-aff1-00155d8545fd,10012,"0.174105896740197, 1.0"
kmeasure-3c4c939e-d403-11ec-83ca-00155d8545fd,10010,"0, 1.0"
kmeasure-3c4c9ab3-d403-11ec-bac6-00155d8545fd,10010,"0.00862406871604818, 1.0"
kmeasure-3c4fbdaf-d403-11ec-a43a-00155d8545fd,10013,"0, 1.0"
kmeasure-3c509907-d403-11ec-8b9b-00155d8545fd,10016,"0.0807166196069846, 1.0"
kmeasure-3c49831a-d403-11ec-8d7c-00155d8545fd,10031,"0.00734130432208289, 1.0"
kmeasure-3c498d3a-d403-11ec-824a-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4e3977-d403-11ec-a48c-00155d8545fd,10019,"0.0244162291389067, 1.0"
kmeasure-3c50a5e8-d403-11ec-89de-00155d8545fd,10016,"0.00281288163978697, 1.0"
kmeasure-3c4da7fc-d403-11ec-9a5a-00155d8545fd,10029,"0.000689732458394448, 1.0"
kmeasure-3c4985c3-d403-11ec-8950-00155d8545fd,10031,"0, 1.0"
kmeasure-3c50869d-d403-11ec-b7f7-00155d8545fd,10016,"0.0083381393341191, 1.0"
kmeasure-3c4ce637-d403-11ec-837c-00155d8545fd,10009,"0.0605843602301027, 1.0"
kmeasure-3c4b431b-d403-11ec-8cee-00155d8545fd,10003,"0, 1.0"
kmeasure-3c4e2f33-d403-11ec-a90e-00155d8545fd,10019,"0.0734196925842367, 1.0"
kmeasure-3c50005c-d403-11ec-b994-00155d8545fd,10025,"0.00313225698307149, 1.0"
kmeasure-3c4e354c-d403-11ec-a89d-00155d8545fd,10019,"0.060630052627524, 1.0"
kmeasure-3c4d0950-d403-11ec-9b32-00155d8545fd,10007,"0.0803194588046938, 1.0"
kmeasure-3c4bef07-d403-11ec-b880-00155d8545fd,10006,"0.00189674717791708, 1.0"
kmeasure-3c4bcbd9-d403-11ec-ab9e-00155d8545fd,10028,"0.0614941473429451, 1.0"
kmeasure-3c4cc5af-d403-11ec-a858-00155d8545fd,10009,"0.0523267511958096, 1.0"
kmeasure-3c4a178c-d403-11ec-bb57-00155d8545fd,10027,"0, 1.0"
kmeasure-3c507fa5-d403-11ec-b477-00155d8545fd,10016,"0.0610126038247106, 1.0"
kmeasure-3c4990aa-d403-11ec-b39c-00155d8545fd,10031,"0, 1.0"
kmeasure-3c4a4d3e-d403-11ec-bf56-00155d8545fd,10011,"0.00258933836987403, 1.0"
